,Emp_Id,Age,Attrition,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Q1_Longest_Streak_OUT,Q2_Longest_Streak_OUT,Q3_Longest_Streak_OUT,Q4_Longest_Streak_OUT,Q1_Longest_Streak_IN,Q2_Longest_Streak_IN,Q3_Longest_Streak_IN,Q4_Longest_Streak_IN,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
1226,1227,28,1,1,4,5,100960,5.0,13,0,6.0,2,4,0,3,3.0,3.0,3.0,3,3,0,0,0,0,3,2,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1227,1228,29,0,16,2,4,36460,1.0,14,0,10.0,3,10,8,8,2.0,1.0,3.0,4,3,0,0,1,4,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1228,1229,32,0,22,3,2,74460,0.0,19,0,7.0,3,6,0,5,1.0,2.0,2.0,3,3,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1229,1230,22,0,8,3,3,108510,1.0,16,1,1.0,2,1,0,0,4.0,4.0,2.0,4,3,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1230,1231,53,0,11,3,2,21090,2.0,13,0,31.0,3,25,3,7,1.0,4.0,3.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1231,1232,38,0,29,3,1,37220,5.0,14,0,6.0,0,3,1,2,4.0,4.0,3.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1232,1233,24,0,1,5,3,93800,0.0,16,0,5.0,2,4,1,3,1.0,3.0,2.0,2,3,0,0,3,0,0,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1233,1234,36,1,1,3,1,54860,7.0,12,1,10.0,2,5,0,3,3.0,1.0,3.0,3,3,2,3,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1234,1235,34,0,24,3,4,27420,0.0,11,1,13.0,2,12,2,11,1.0,2.0,3.0,3,3,0,1,1,7,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1235,1236,21,0,2,3,2,137570,1.0,12,1,0.0,3,0,0,0,3.0,4.0,3.0,3,3,0,1,5,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1236,1237,34,1,15,2,2,84630,2.0,13,0,8.0,2,4,1,3,2.0,1.0,3.0,1,3,0,3,0,1,2,0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1237,1238,53,0,2,1,5,31620,4.0,15,0,26.0,4,14,4,8,3.0,3.0,2.0,3,3,0,5,0,1,0,1,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1238,1239,32,1,10,3,2,165980,1.0,13,0,10.0,2,10,6,7,2.0,1.0,3.0,3,3,0,3,4,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1239,1240,42,0,10,3,2,66510,0.0,20,0,10.0,5,9,4,2,3.0,2.0,3.0,2,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1240,1241,44,0,3,1,1,23450,3.0,15,2,24.0,0,22,5,17,1.0,4.0,3.0,3,3,0,1,0,2,0,0,5,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1241,1242,46,0,2,3,1,34200,3.0,13,2,22.0,3,2,2,1,2.0,1.0,2.0,1,3,0,0,0,3,0,0,4,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1242,1243,33,0,3,3,1,43730,4.0,14,0,7.0,3,1,0,0,3.0,4.0,3.0,3,3,0,1,2,0,5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1243,1244,44,0,26,3,5,47590,2.0,21,0,9.0,2,4,1,3,4.0,4.0,4.0,3,4,2,0,1,4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1244,1245,30,0,1,4,1,53010,1.0,16,1,10.0,3,10,1,8,4.0,3.0,3.0,3,3,1,0,0,2,0,3,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1245,1246,39,1,1,4,1,36730,3.0,14,1,19.0,3,1,0,0,4.0,4.0,4.0,3,3,0,2,0,2,0,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1246,1247,24,1,2,5,3,47680,2.0,11,1,6.0,2,2,2,0,2.0,4.0,2.0,2,3,5,3,0,2,0,0,0,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1247,1248,43,0,9,5,1,12740,1.0,19,0,6.0,3,5,1,4,4.0,3.0,2.0,2,3,0,0,1,1,0,8,3,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1248,1249,50,1,12,4,1,49000,1.0,11,0,3.0,3,3,0,2,1.0,3.0,3.0,2,3,0,0,0,0,6,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1249,1250,35,0,2,4,3,104660,1.0,13,0,2.0,1,2,2,2,4.0,4.0,3.0,3,3,0,1,0,6,1,6,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1250,1251,36,0,25,1,4,170070,9.0,12,1,6.0,2,1,0,0,2.0,1.0,4.0,2,3,4,2,0,0,0,1,3,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1251,1252,33,0,9,2,4,29090,2.0,11,0,10.0,2,5,1,3,3.0,1.0,3.0,2,3,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1252,1253,35,0,10,1,1,57650,1.0,14,1,1.0,2,1,0,0,3.0,4.0,3.0,3,3,0,0,2,0,2,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1253,1254,27,0,8,2,3,45990,1.0,15,1,1.0,3,1,0,0,4.0,1.0,3.0,2,3,0,0,2,3,0,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1254,1255,26,1,4,3,2,24040,1.0,12,0,1.0,6,1,0,1,1.0,3.0,2.0,3,3,2,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1255,1256,27,0,24,3,4,31720,1.0,20,1,9.0,1,9,1,7,4.0,3.0,3.0,3,4,4,1,5,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1256,1257,30,0,1,4,1,20330,1.0,14,1,12.0,3,12,3,7,3.0,4.0,3.0,1,3,1,0,0,2,3,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1257,1258,41,1,20,4,2,102090,1.0,13,1,23.0,2,22,15,8,2.0,3.0,3.0,3,3,0,0,1,0,0,0,0,10,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1258,1259,34,0,7,2,1,86200,0.0,13,1,10.0,2,9,8,7,2.0,3.0,3.0,2,3,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1259,1260,37,0,17,3,3,20640,4.0,16,0,8.0,3,1,0,0,2.0,2.0,3.0,2,3,1,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1261,1262,35,0,8,4,3,38380,1.0,16,1,1.0,2,1,0,1,4.0,4.0,3.0,3,3,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1262,1263,48,1,2,4,1,45910,9.0,16,0,23.0,6,1,0,0,1.0,3.0,3.0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1263,1264,28,1,10,1,1,25610,1.0,22,1,2.0,3,2,2,2,3.0,3.0,2.0,3,4,1,1,0,4,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1264,1265,44,0,1,1,3,15630,5.0,12,2,9.0,3,4,1,3,2.0,1.0,2.0,3,3,2,0,2,3,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1265,1266,35,0,5,4,3,48980,2.0,15,2,10.0,2,4,2,3,3.0,1.0,3.0,3,3,0,0,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1266,1267,26,0,4,4,3,47890,7.0,20,1,5.0,2,2,0,0,3.0,4.0,2.0,3,4,2,1,2,1,5,2,0,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1267,1268,33,0,29,4,1,31800,1.0,14,1,15.0,2,15,8,12,1.0,4.0,3.0,3,3,0,0,0,5,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1268,1269,35,0,15,3,3,65490,1.0,20,0,9.0,3,9,1,8,2.0,1.0,2.0,3,4,0,0,2,6,1,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1269,1270,35,0,3,2,1,63880,3.0,13,0,4.0,6,2,2,2,3.0,1.0,3.0,2,3,0,2,0,1,0,0,2,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1270,1271,31,0,10,2,2,112440,3.0,12,1,10.0,3,7,1,7,4.0,4.0,2.0,3,3,0,1,0,0,4,0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1271,1272,37,0,4,3,4,160320,1.0,13,0,7.0,2,7,0,7,1.0,3.0,4.0,3,3,0,0,0,1,8,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1272,1273,32,0,21,3,2,23620,1.0,11,0,9.0,2,9,7,8,1.0,4.0,3.0,3,3,2,0,0,2,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1273,1274,38,0,25,3,2,163280,1.0,17,3,10.0,2,10,9,9,4.0,4.0,3.0,3,3,0,1,1,5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1274,1275,50,0,2,4,4,83760,5.0,14,3,29.0,2,27,13,8,2.0,3.0,2.0,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1275,1276,59,0,1,3,1,166060,7.0,11,0,28.0,6,21,7,9,1.0,1.0,2.0,3,3,0,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1276,1277,36,0,1,2,2,86060,1.0,14,2,17.0,3,17,12,8,3.0,3.0,3.0,3,3,2,2,0,2,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1277,1278,55,0,7,3,3,22720,2.0,17,1,21.0,2,5,0,2,4.0,3.0,3.0,3,3,2,0,0,0,1,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1278,1279,36,0,3,3,2,20180,1.0,13,0,6.0,5,6,0,3,2.0,2.0,3.0,3,3,6,0,0,0,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1279,1280,45,0,1,2,1,70830,2.0,12,1,25.0,5,1,0,0,2.0,1.0,3.0,3,3,0,1,5,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1280,1281,35,0,9,3,2,40840,4.0,13,1,5.0,3,3,1,2,2.0,1.0,2.0,3,3,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1281,1282,36,1,7,2,4,144110,0.0,18,3,2.0,2,1,0,0,4.0,3.0,2.0,4,3,0,0,0,2,5,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1282,1283,59,0,10,4,3,23080,7.0,19,1,20.0,4,4,1,3,1.0,3.0,2.0,2,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1283,1284,29,0,28,4,1,48410,0.0,11,0,6.0,3,5,0,4,3.0,2.0,3.0,3,3,0,2,0,2,1,1,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1284,1285,31,0,3,2,3,42850,1.0,21,1,1.0,2,1,1,0,3.0,2.0,3.0,1,4,0,0,0,1,0,0,4,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1285,1286,32,0,3,4,2,97150,1.0,15,1,10.0,1,10,0,9,2.0,2.0,3.0,2,3,0,5,0,3,1,3,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1286,1287,36,0,2,3,2,43200,3.0,17,0,5.0,2,1,0,0,2.0,4.0,3.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1287,1288,31,0,27,3,2,21320,1.0,18,0,11.0,3,11,1,8,3.0,4.0,3.0,3,3,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1288,1289,35,0,2,4,2,101240,0.0,14,1,16.0,2,15,2,8,3.0,1.0,3.0,4,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1289,1290,45,0,14,3,1,54730,4.0,13,0,17.0,3,0,0,0,4.0,1.0,4.0,1,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1290,1291,37,0,1,3,3,52070,4.0,17,3,16.0,3,5,0,2,1.0,3.0,4.0,3,3,5,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1291,1292,46,0,9,3,3,164370,8.0,15,1,16.0,0,4,0,2,2.0,2.0,3.0,3,3,0,0,0,4,3,0,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1292,1293,30,0,18,3,4,22960,1.0,18,1,10.0,2,10,3,0,4.0,4.0,2.0,3,3,1,2,0,4,3,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1293,1294,35,0,20,4,3,40690,1.0,13,0,6.0,5,6,0,4,2.0,3.0,3.0,3,3,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1294,1295,55,0,2,3,2,74410,3.0,12,1,24.0,4,1,1,0,1.0,4.0,3.0,3,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1295,1296,38,0,11,1,2,24300,7.0,13,2,17.0,2,13,1,9,2.0,4.0,3.0,4,3,0,0,0,4,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1296,1297,34,0,8,2,1,58780,1.0,14,0,5.0,1,5,1,3,1.0,2.0,3.0,3,3,1,0,6,0,0,0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1297,1298,56,0,2,1,2,26440,4.0,11,1,37.0,2,6,0,2,4.0,4.0,2.0,3,3,0,3,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1298,1299,23,0,10,3,2,64390,3.0,22,3,3.0,2,0,0,0,3.0,1.0,3.0,3,4,1,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1299,1300,51,0,29,4,5,24510,3.0,17,0,10.0,2,4,0,3,4.0,4.0,3.0,2,3,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1300,1301,30,0,8,2,1,63920,1.0,21,1,11.0,2,11,10,8,3.0,4.0,3.0,4,4,2,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1301,1302,46,1,1,2,2,97140,1.0,22,0,9.0,0,9,4,7,3.0,4.0,3.0,3,4,6,0,2,0,4,3,2,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1302,1303,40,0,6,3,1,60770,1.0,16,2,22.0,2,22,11,11,3.0,2.0,2.0,2,3,1,2,1,0,0,1,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1303,1304,51,0,8,4,5,24500,0.0,12,1,11.0,2,10,1,0,3.0,4.0,1.0,3,3,2,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1304,1305,30,0,9,3,1,92500,1.0,12,3,11.0,0,11,2,7,3.0,2.0,2.0,3,3,0,0,0,1,2,1,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1305,1306,46,0,12,1,1,20740,2.0,15,1,21.0,3,10,9,5,3.0,1.0,2.0,3,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1306,1307,32,0,15,3,1,101690,1.0,14,0,12.0,6,11,5,7,2.0,3.0,3.0,2,3,0,0,1,0,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1307,1308,54,0,25,1,1,48550,9.0,25,1,16.0,2,4,0,3,1.0,3.0,1.0,2,4,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1308,1309,24,0,6,2,2,40870,0.0,20,3,4.0,1,3,0,2,1.0,3.0,2.0,3,4,1,0,0,3,0,5,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1309,1310,28,0,9,4,2,23670,1.0,13,0,5.0,2,5,0,4,2.0,3.0,4.0,2,3,0,5,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1310,1311,58,0,8,4,2,29720,0.0,14,0,38.0,2,37,1,8,4.0,3.0,2.0,4,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1311,1312,44,0,23,2,1,195860,4.0,16,0,17.0,3,3,1,2,2.0,2.0,4.0,2,3,0,1,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1313,1314,32,0,12,2,1,20610,1.0,15,1,1.0,2,1,0,0,4.0,1.0,3.0,2,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1314,1315,20,1,4,4,2,99240,1.0,22,0,1.0,3,1,1,0,4.0,4.0,3.0,3,4,1,0,1,0,5,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1315,1316,34,0,1,4,4,41980,1.0,22,1,16.0,2,16,2,10,1.0,3.0,3.0,2,4,0,1,1,0,1,0,0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1316,1317,37,0,24,2,1,68150,5.0,20,1,17.0,3,1,0,0,3.0,4.0,4.0,3,4,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1317,1318,59,0,12,2,2,47230,9.0,14,0,30.0,0,3,2,2,3.0,4.0,3.0,3,3,2,0,2,0,2,0,2,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1318,1319,50,0,3,4,4,61420,3.0,13,2,28.0,3,8,0,7,1.0,2.0,2.0,2,3,4,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1319,1320,25,1,10,1,2,82370,1.0,13,0,6.0,6,6,0,3,3.0,3.0,3.0,2,3,2,0,1,4,0,2,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1320,1321,25,0,26,3,1,88530,1.0,22,1,2.0,3,2,2,1,4.0,4.0,3.0,3,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1321,1322,22,0,2,1,1,193310,1.0,12,1,1.0,2,0,0,0,2.0,4.0,3.0,3,3,0,0,0,0,1,0,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1322,1323,51,0,1,3,1,20730,3.0,14,1,23.0,4,13,12,8,1.0,1.0,2.0,3,3,1,0,0,2,2,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1324,1325,54,0,9,3,1,196130,2.0,17,0,23.0,5,5,4,4,4.0,4.0,3.0,3,3,4,1,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1325,1326,24,0,2,1,2,34070,0.0,13,1,6.0,4,5,1,2,2.0,3.0,3.0,3,3,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1326,1327,34,0,4,3,2,50630,6.0,12,1,12.0,2,1,0,0,3.0,2.0,3.0,3,3,1,0,0,4,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1327,1328,37,0,6,1,1,46390,2.0,12,2,12.0,3,5,1,3,3.0,4.0,3.0,3,3,1,1,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1328,1329,34,0,9,2,2,48760,2.0,21,1,14.0,3,11,5,8,3.0,1.0,3.0,3,4,0,0,4,2,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1329,1330,36,0,7,3,1,26900,0.0,11,0,10.0,1,9,2,8,2.0,4.0,3.0,3,3,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1330,1331,36,0,1,3,2,175670,5.0,13,0,7.0,6,1,0,0,1.0,4.0,3.0,3,3,0,1,3,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1331,1332,43,0,3,4,1,24080,1.0,12,1,25.0,3,25,4,12,3.0,4.0,4.0,3,3,4,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1332,1333,30,0,10,3,3,28140,1.0,24,0,10.0,2,10,0,9,1.0,3.0,2.0,3,4,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1333,1334,33,0,7,3,2,112450,0.0,21,0,8.0,3,7,0,7,3.0,2.0,4.0,3,4,1,0,1,0,2,2,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1334,1335,56,1,15,3,2,33120,9.0,19,0,7.0,1,5,4,3,2.0,2.0,3.0,1,3,0,1,1,0,0,2,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1335,1336,51,0,3,2,2,190490,7.0,14,1,23.0,2,20,15,15,1.0,3.0,3.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1336,1337,31,1,2,4,3,21410,4.0,20,0,12.0,2,7,7,7,2.0,3.0,2.0,3,4,0,0,0,3,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1337,1338,26,0,17,3,2,57690,1.0,19,0,5.0,4,5,4,3,3.0,2.0,2.0,2,3,0,0,0,0,4,0,0,5,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
